filepath,label
data\processed\final\dysarthria\7482623061380975903_seg_086.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_087.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_088.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_089.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_090.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_091.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_092.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_093.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_094.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_095.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_096.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_097.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_098.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_099.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_100.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_101.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_102.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_103.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_104.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_105.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_106.wav,dysarthria
data\processed\final\dysarthria\7482623061380975903_seg_107.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_000.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_001.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_002.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_003.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_004.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_005.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_006.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_009.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_010.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_011.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_012.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_013.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_014.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_015.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_016.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_017.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_018.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_019.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_020.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_021.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_022.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_023.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_024.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_025.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_026.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_027.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_028.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_029.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_030.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_031.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_032.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_033.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_034.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_035.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_036.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_037.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_038.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_039.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_040.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_041.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_042.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_043.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_044.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_045.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_046.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_047.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_048.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_049.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_050.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_051.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_052.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_053.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_054.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_055.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_056.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_057.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_058.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_059.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_060.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_061.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_062.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_063.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_064.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_065.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_066.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_067.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_068.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_069.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_070.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_071.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_072.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_073.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_074.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_075.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_076.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_077.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_078.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_079.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_080.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_081.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_082.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_083.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_084.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_085.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_086.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_087.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_088.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_089.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_090.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_091.wav,dysarthria
data\processed\final\dysarthria\7495053719969565982_seg_092.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_000.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_001.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_002.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_003.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_004.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_005.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_006.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_007.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_008.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_009.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_010.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_011.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_012.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_013.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_014.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_015.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_016.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_017.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_023.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_024.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_025.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_026.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_027.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_028.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_029.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_030.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_031.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_032.wav,dysarthria
data\processed\final\dysarthria\7498077244795948319_seg_033.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_000.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_001.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_002.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_003.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_004.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_005.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_006.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_007.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_008.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_009.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_010.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_011.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_012.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_013.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_014.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_015.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_016.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_017.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_018.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_019.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_020.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_021.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_022.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_023.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_024.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_025.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_026.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_027.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_028.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_029.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_030.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_031.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_032.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_033.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_034.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_035.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_036.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_037.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_038.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_039.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_040.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_041.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_042.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_043.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_044.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_045.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_046.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_047.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_048.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_049.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_050.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_051.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_052.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_053.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_054.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_055.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_056.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_057.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_058.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_059.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_060.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_061.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_062.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_063.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_064.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_065.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_066.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_067.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_068.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_069.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_070.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_071.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_072.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_073.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_074.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_075.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_076.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_077.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_078.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_079.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_080.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_081.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_082.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_083.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_084.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_085.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_086.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_087.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_088.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_089.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_090.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_091.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_092.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_093.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_094.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_095.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_096.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_097.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_098.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_099.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_100.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_101.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_102.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_103.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_104.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_105.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_106.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_107.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_108.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_109.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_110.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_111.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_112.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_113.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_114.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_115.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_116.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_117.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_118.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_119.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_120.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_121.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_122.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_123.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_124.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_125.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_126.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_127.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_128.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_129.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_130.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_131.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_132.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_133.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_134.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_135.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_136.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_137.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_138.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_139.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_140.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_141.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_142.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_143.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_144.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_145.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_146.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_147.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_148.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_149.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_150.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_151.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_152.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_153.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_154.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_155.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_156.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_157.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_158.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_159.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_160.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_161.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_162.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_163.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_164.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_165.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_166.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_167.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_168.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_169.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_170.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_171.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_172.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_173.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_174.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_175.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_176.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_177.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_178.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_179.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_180.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_181.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_182.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_183.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_184.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_185.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_186.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_187.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_188.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_189.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_190.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_191.wav,dysarthria
data\processed\final\dysarthria\7502223173572709662_seg_192.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_000.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_001.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_002.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_003.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_004.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_005.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_006.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_007.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_008.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_009.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_010.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_011.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_012.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_013.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_014.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_015.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_016.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_017.wav,dysarthria
data\processed\final\dysarthria\7512245226635824402_seg_018.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_000.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_000__low_rms_too_quiet.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_001.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_001__low_rms_too_quiet.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_002.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_002__too_quiet.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_003.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_003__low_rms_too_quiet.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_004.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_004__low_rms_too_quiet.wav,dysarthria
data\processed\final\dysarthria\7598031762538728734_seg_008__low_rms_too_quiet.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_000.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_001.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_002.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_003.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_004.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_005.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_006.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_007.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_008.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_009.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_010.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_011.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_012.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_013.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_014.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_015.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_016.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_017.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_018.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_019.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_020.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_021.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_022.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_023.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_024.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_025.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_026.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_027.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_028.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_029.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_030.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_031.wav,dysarthria
data\processed\final\dysarthria\7613125252087827742_seg_032.wav,dysarthria
